id,user_id,customer_id,created_at,canceled_at,updated_at,status
50,0,cus_Nj7lnHlluPb19v,2023-04-17 00:04:04,1681690288.0,2023-04-17 00:11:29,canceled
51,0,cus_Nj82Nnmu4R1JIf,2023-04-17 00:19:35,1681690873.0,2023-04-17 00:21:14,canceled
52,0,cus_Nj83u7FLXVvO15,2023-04-17 00:22:06,1681692126.0,2023-04-17 00:42:07,canceled
53,0,cus_Nj88cIgXjo2CIG,2023-04-17 00:25:15,,2024-10-17 00:25:19,active
54,0,cus_Nj8L8RNGXjkQ4w,2023-04-17 00:38:27,1681692577.0,2023-04-17 00:49:37,canceled
55,0,cus_Nj8MnhPVuUhkdI,2023-04-17 00:39:25,1681692168.0,2023-04-17 00:42:49,canceled
56,0,cus_Nj8PoAN4Daj2rb,2023-04-17 00:43:43,1681692273.0,2023-04-17 00:44:34,canceled
57,0,cus_Nj8NXrnbcMLFjG,2023-04-17 00:44:54,1722019667.0,2024-08-17 00:52:40,canceled
58,0,cus_Nj8XrqE30dzqIY,2023-04-17 00:50:17,1681694331.0,2023-04-17 01:18:51,canceled
59,0,cus_Nj8XVCpTy7NqvW,2023-04-17 00:50:26,1681693070.0,2023-04-17 00:57:50,canceled
60,0,cus_Nj8MtkfdV31pZv,2023-04-17 00:53:09,1681693158.0,2023-04-17 00:59:18,canceled
61,0,cus_Nj8aw9z2bDlP77,2023-04-17 00:53:22,1686541813.0,2023-06-17 22:08:33,canceled
62,0,cus_Nj8b3atMvk2CU6,2023-04-17 00:55:18,1690855582.0,2023-08-01 02:06:25,canceled
63,0,cus_Nj8UxRQpZ9gJ63,2023-04-17 00:56:03,1681693591.0,2023-04-17 01:06:31,canceled
64,0,cus_Nj8fSNZ9dVui4K,2023-04-17 00:58:32,1681694773.0,2023-04-17 01:26:13,canceled
65,0,cus_Nj8gbpyjNOjvQI,2023-04-17 00:59:05,1699828191.0,2023-11-17 00:59:04,canceled
66,0,cus_Nj8HV2I1DCrYoc,2023-04-17 01:00:08,1685585223.0,2023-06-01 02:07:06,canceled
67,0,cus_Nj8fh5UxQevIEN,2023-04-17 01:00:59,1681693769.0,2023-04-17 01:09:29,canceled
68,0,cus_Nj8l3uj3KdY9g7,2023-04-17 01:04:41,1681694056.0,2023-04-17 01:14:16,canceled
69,0,cus_Nj8myaifGWS0r7,2023-04-17 01:05:23,1682317047.0,2023-04-24 06:17:27,canceled
70,0,cus_Nj8m4igSuqWKUg,2023-04-17 01:06:57,1681693655.0,2023-04-17 01:07:35,canceled
71,0,cus_Nj8sp8aQCLLDPd,2023-04-17 01:12:15,1685585948.0,2023-06-01 02:19:11,canceled
72,0,cus_Nj8tBPkJFhaEec,2023-04-17 01:12:23,,2024-10-17 01:13:21,active
73,0,cus_Nj8uHAN8lDEMoT,2023-04-17 01:15:06,1690857449.0,2023-08-01 02:37:32,canceled
74,0,cus_Nj8yky8N0Vreji,2023-04-17 01:17:34,1681694975.0,2023-04-17 01:29:35,canceled
75,0,cus_Nj90seJjjXf5hu,2023-04-17 01:19:37,1681694682.0,2023-04-17 01:24:42,canceled
76,0,cus_Nj90T2aqXzrBnH,2023-04-17 01:20:02,1684650484.0,2023-06-17 22:08:27,canceled
77,0,cus_Nj94FNf8wbZhpc,2023-04-17 01:24:21,1681694812.0,2023-04-17 01:26:52,canceled
78,0,cus_Nj944IcYy1FyeV,2023-04-17 01:24:31,1681695723.0,2023-04-17 01:42:03,canceled
79,0,cus_Nj9I1hktQam9Xb,2023-04-17 01:38:54,1681695583.0,2023-04-17 01:39:43,canceled
80,0,cus_Nj9LRNXXSdaqB8,2023-04-17 01:40:32,1684999237.0,2023-06-17 06:37:25,canceled
81,0,cus_Nj9LxEoEZDrFVV,2023-04-17 01:40:53,,2024-10-17 01:41:34,active
82,0,cus_Nj9NvChvyiS05j,2023-04-17 01:44:47,1681696153.0,2023-04-17 01:49:14,canceled
83,0,cus_Nj9P71DOjMoQPe,2023-04-17 01:44:53,1688266854.0,2023-07-02 03:00:57,canceled
84,0,cus_Nj9QGwWISKy3a8,2023-04-17 01:45:48,1681697136.0,2023-04-17 02:05:36,canceled
85,0,cus_Nj8npL0uXQjtqC,2023-04-17 01:46:32,1681696290.0,2023-04-17 01:51:30,canceled
86,0,cus_Nj5Qlm2tVggjY8,2023-04-17 01:50:54,1681696831.0,2023-04-17 02:00:32,canceled
87,0,cus_Nj9V8LyArvWcFE,2023-04-17 01:51:01,,2024-11-03 20:52:35,active
88,0,cus_Nj9WwxLf2v8uFJ,2023-04-17 01:52:11,,,incomplete
89,0,cus_Nj9VYLQbkzEVNS,2023-04-17 01:52:21,1682820905.0,2023-05-17 01:54:43,canceled
90,0,cus_Nj9ZmAC2rm3hlp,2023-04-17 01:54:58,1681697138.0,2023-04-17 02:05:38,canceled
91,0,cus_Nj9R0T02s3x3mL,2023-04-17 01:56:56,1706496458.0,2024-02-17 01:58:02,canceled
92,0,cus_Nj9beWRbA9oJqq,2023-04-17 01:58:31,1682565153.0,2023-04-27 03:12:33,canceled
93,0,cus_Nj9fwIffaLvSRx,2023-04-17 02:01:13,1681698124.0,2023-04-17 02:22:04,canceled
94,0,cus_Nj9dPSpx8msfTw,2023-04-17 02:01:46,1685651577.0,2023-06-17 07:07:19,canceled
95,0,cus_Nj9i6HG77cLeHY,2023-04-17 02:04:22,1681698646.0,2023-04-17 02:30:47,canceled
96,0,cus_Nj9kSaesm6sAo9,2023-04-17 02:05:09,1681697445.0,2023-04-17 02:10:45,canceled
97,0,cus_Nj9k00WCHWxkqD,2023-04-17 02:07:09,1681702393.0,2023-04-17 03:33:13,canceled
98,0,cus_Nj9hfmWj5aO2AT,2023-04-17 02:08:31,1693543456.0,2023-09-18 22:53:48,canceled
99,0,cus_Nj9qfeMpTpTPSV,2023-04-17 02:11:23,1727587716.0,2024-10-17 02:12:11,canceled
100,0,cus_Nj9udS3vQhW0Cw,2023-04-17 02:15:38,1698809294.0,2023-11-01 03:28:17,canceled
101,0,cus_Nj9GRyr7QMArbV,2023-04-17 02:15:45,1681705341.0,2023-04-17 04:22:21,canceled
102,0,cus_Nj9yKM5tpllxl0,2023-04-17 02:22:00,1685590062.0,2023-06-01 03:27:46,canceled
103,0,cus_NjA3UYIUMzwC3s,2023-04-17 02:24:31,1688269353.0,2023-07-02 03:42:35,canceled
104,0,cus_NjA2YzYf9ZQWPV,2023-04-17 02:25:18,,,incomplete
105,0,cus_NjABUBYc1FzCjf,2023-04-17 02:32:04,1681699019.0,2023-04-17 02:37:00,canceled
106,0,cus_NjABlZrfChYIiA,2023-04-17 02:32:33,1681699431.0,2023-04-17 02:43:51,canceled
107,0,cus_NjAEsA2ETKRaik,2023-04-17 02:36:44,,2024-10-17 02:37:21,active
108,0,cus_NjAFCQcRzKAmkr,2023-04-17 02:36:58,1681699578.0,2023-04-17 02:46:18,canceled
109,0,cus_NjAFLqLEmm4rd0,2023-04-17 02:37:20,1693540514.0,2023-09-01 03:55:20,canceled
110,0,cus_NjAGMy9zW7suhL,2023-04-17 02:37:59,1681699157.0,2023-04-17 02:39:17,canceled
111,0,cus_NjAJxRkmagYUvF,2023-04-17 02:40:23,,2024-10-17 02:40:41,active
112,0,cus_NjAJF4PLahjny5,2023-04-17 02:40:47,1712461300.0,2024-04-07 03:41:43,canceled
113,0,cus_NjAKlQfD7oqbYB,2023-04-17 02:41:23,,,incomplete
114,0,cus_NjAJZDfuQVagHz,2023-04-17 02:42:44,1681699628.0,2023-04-17 02:47:08,canceled
115,0,cus_NjAKwRyksi3liI,2023-04-17 02:46:40,1681699639.0,2023-04-17 02:47:19,canceled
116,0,cus_NjAREdnmFkFGHH,2023-04-17 02:49:09,1688270275.0,2023-07-02 03:57:57,canceled
117,0,cus_NjARqEBd6c63WR,2023-04-17 02:49:17,1681702619.0,2023-04-17 03:37:00,canceled
118,0,cus_NjARerce5KFsFs,2023-04-17 02:49:50,,2024-10-17 02:50:29,active
119,0,cus_NjAW2gD0la0Fb2,2023-04-17 02:53:56,1690862525.0,2023-08-01 04:02:09,canceled
120,0,cus_NjAVSTdF11y9Aw,2023-04-17 02:55:49,1706759903.0,2024-02-01 03:58:27,canceled
121,0,cus_NjAifBIYgrt5SL,2023-04-17 03:05:39,1681701447.0,2023-04-17 03:17:27,canceled
122,0,cus_NjAlxSoyk0K8C1,2023-04-17 03:09:40,,,incomplete
123,0,cus_NjAuWrgQ88UuJQ,2023-04-17 03:18:41,1681874407.0,2023-04-19 03:20:07,canceled
124,0,cus_NjAt2NSRqt1Fc8,2023-04-17 03:20:08,1681701770.0,2023-04-17 03:22:50,canceled
125,0,cus_NjAxflSImywYDB,2023-04-17 03:21:20,1686252035.0,2023-06-17 08:24:34,canceled
126,0,cus_NjAy9khOEM5RLi,2023-04-17 03:21:48,1681702947.0,2023-04-17 03:42:27,canceled
127,0,cus_NjAycRNv89KjvL,2023-04-17 03:21:54,1704083087.0,2024-01-01 04:24:51,canceled
128,0,cus_NjB4EJsyjxYX3i,2023-04-17 03:27:35,1701491577.0,2023-12-02 04:33:01,canceled
129,0,cus_NjB5zIO1xnWxFd,2023-04-17 03:28:12,1730953800.0,2024-11-07 04:30:03,canceled
130,0,cus_NjB5G0ZK3cdy9R,2023-04-17 03:28:41,1681702305.0,2023-04-17 03:31:45,canceled
131,0,cus_NjB6Yxuli5AYtC,2023-04-17 03:30:27,1685594355.0,2023-06-01 04:39:19,canceled
132,0,cus_NjB8HCg0eXGrlt,2023-04-17 03:33:16,,2024-10-17 03:33:52,active
133,0,cus_NjBElKpTFFZTUP,2023-04-17 03:46:48,1720414087.0,2024-07-08 04:48:10,canceled
134,0,cus_NjBNF83Cs4WVVP,2023-04-17 03:47:13,1681729811.0,2023-04-17 11:10:11,canceled
135,0,cus_NjBPDN8UiHr1lg,2023-04-17 03:48:37,1712465380.0,2024-04-07 04:49:43,canceled
136,0,cus_NjBWfeDDWsbBsi,2023-04-17 03:55:37,1681703926.0,2023-04-17 03:58:46,canceled
137,0,cus_NjBTJQ6F6iyvkT,2023-04-17 03:56:14,,2024-10-17 03:56:30,active
138,0,cus_NjBXwr01rUlUNW,2023-04-17 03:57:01,,,incomplete
139,0,cus_NjBafgE9xp4qcd,2023-04-17 03:59:05,1685595877.0,2023-06-01 05:04:40,canceled
140,0,cus_NjBawyHv2ny485,2023-04-17 04:00:04,1688274731.0,2023-07-02 05:12:13,canceled
141,0,cus_NjBdM9U8oWohSc,2023-04-17 04:05:07,1681705333.0,2023-04-17 04:22:13,canceled
142,0,cus_NjBjW0PCrwa9qf,2023-04-17 04:08:00,,,incomplete
143,0,cus_NjBjS1mfRLvvMN,2023-04-17 04:09:46,1681704921.0,2023-04-17 04:15:22,canceled
144,0,cus_NjBm6F2h9Rh2bX,2023-04-17 04:13:02,1685307745.0,2023-06-17 07:16:05,canceled
145,0,cus_NjBovtZdfTMVuj,2023-04-17 04:14:41,1681709354.0,2023-04-17 05:29:15,canceled
146,0,cus_NjBse3OBjadgxB,2023-04-17 04:17:59,,2024-10-17 04:18:19,active
147,0,cus_NjBbdOS2rynU7m,2023-04-17 04:18:00,1690868334.0,2023-08-01 05:38:58,canceled
148,0,cus_NjBvTzuaprlRgy,2023-04-17 04:21:34,1681754022.0,2023-04-17 17:53:42,canceled
149,0,cus_NjBxz3Km54tytG,2023-04-17 04:22:48,1681748026.0,2023-04-17 16:13:47,canceled
150,0,cus_NjBvscyzk94z9s,2023-04-17 04:25:23,,,incomplete
151,0,cus_Nj8Rrpe4kr4zEQ,2023-04-17 04:28:56,1681709242.0,2023-04-17 05:27:22,canceled
152,0,cus_NjC7EY0OVueLl9,2023-04-17 04:32:23,1681706047.0,2023-04-17 04:34:07,canceled
153,0,cus_NjC7KqtX7KXRes,2023-04-17 04:32:27,1720416914.0,2024-07-08 05:35:17,canceled
154,0,cus_NjC2GcIkflcBps,2023-04-17 04:33:13,1682303425.0,2023-04-24 02:30:26,canceled
155,0,cus_NjCEP5PfphMKCE,2023-04-17 04:40:05,1681712516.0,2023-04-17 06:21:56,canceled
156,0,cus_NjCFrhvhEiLPnr,2023-04-17 04:41:50,1685598743.0,2023-06-01 05:52:26,canceled
157,0,cus_NjCFHyOGDrZzvR,2023-04-17 04:42:37,,,incomplete
158,0,cus_NjCEbOMr1LML7d,2023-04-17 04:45:09,,,incomplete
159,0,cus_NjCFS9cuNreMRt,2023-04-17 04:45:24,1725688445.0,2024-09-07 05:54:06,canceled
160,0,cus_NjAoLoZuil96YL,2023-04-17 04:45:29,,,incomplete
161,0,cus_NjCLpOrfwwQzVr,2023-04-17 04:47:05,1681707397.0,2023-04-17 04:56:37,canceled
162,0,cus_NjCMqel0fXgiya,2023-04-17 04:50:35,,,incomplete
163,0,cus_NjCPMv397dJi4e,2023-04-17 04:50:41,1681707160.0,2023-04-17 04:52:40,canceled
164,0,cus_NjCV2phUajEoqc,2023-04-17 04:57:39,,2024-10-17 04:57:42,active
165,0,cus_NjCb0Wv13jqlkt,2023-04-17 05:02:55,1693549089.0,2023-09-01 06:18:13,canceled
166,0,cus_NjCcL7Nka6036O,2023-04-17 05:03:13,1684650287.0,2023-06-17 08:08:10,canceled
167,0,cus_NjCcRVJ6H0e10q,2023-04-17 05:03:43,1690870734.0,2023-08-01 06:18:57,canceled
168,0,cus_NjCek5QV0XPQ03,2023-04-17 05:07:18,1681936145.0,2023-04-19 20:29:06,canceled
169,0,cus_NjCjAHPkfu2cdS,2023-04-17 05:11:17,1681708405.0,2023-04-17 05:13:25,canceled
170,0,cus_NjCpOh0SPqlHLY,2023-04-17 05:17:51,,,incomplete
171,0,cus_NjCsZpqngq8NJ3,2023-04-17 05:19:51,1681709411.0,2023-04-17 05:30:12,canceled
172,0,cus_NjCxAE4OtYqfms,2023-04-17 05:24:08,1685600972.0,2023-06-01 06:29:35,canceled
173,0,cus_NjCxnD5dnS2mOo,2023-04-17 05:24:21,,,incomplete
174,0,cus_NjD17SeVZbKcpI,2023-04-17 05:29:03,,,incomplete
175,0,cus_NjCooJxWiWF8ds,2023-04-17 05:29:04,,2024-10-17 05:29:46,active
176,0,cus_NjD69zXnq8vCx1,2023-04-17 05:34:18,1681715384.0,2023-04-17 07:09:44,canceled
177,0,cus_NjD4jyzXw4VULn,2023-04-17 05:35:15,1709966332.0,2024-03-09 06:38:57,canceled
178,0,cus_NjDB22SiWYvp5u,2023-04-17 05:39:21,,,incomplete
179,0,cus_NjDEJZYdkEq7Mb,2023-04-17 05:41:55,1681711622.0,2023-04-17 06:07:02,canceled
180,0,cus_NjDLxkSN6gTs4a,2023-04-17 05:49:52,1722094752.0,2024-08-17 05:57:38,canceled
181,0,cus_NjDWt2qKWI5GA1,2023-04-17 05:59:20,1693552130.0,2023-09-01 07:08:53,canceled
182,0,cus_NjDWEt7TNtZljx,2023-04-17 06:00:23,1685605983.0,2023-06-01 07:53:06,canceled
183,0,cus_NjDdUO8SOqKv7s,2023-04-17 06:06:52,1681711951.0,2023-04-17 06:12:31,canceled
184,0,cus_NjDeWbr5SwXvv9,2023-04-17 06:07:31,1693553249.0,2023-09-01 07:27:32,canceled
185,0,cus_NjDfkSz2lfHpTn,2023-04-17 06:08:59,,,incomplete
186,0,cus_NjDiMLp8HvXiA8,2023-04-17 06:12:11,,2024-10-17 06:12:52,active
187,0,cus_NjDuE8PsWl0JSc,2023-04-17 06:23:46,1681712802.0,2023-04-17 06:26:43,canceled
188,0,cus_NjDvFM32rk1i7A,2023-04-17 06:24:32,,2024-10-17 06:25:16,active
189,0,cus_Nj6pg4zwtI06s5,2023-04-17 06:24:37,1685604833.0,2023-06-01 07:33:56,canceled
190,0,cus_NjE32pZ1mezfKA,2023-04-17 06:33:41,1696232555.0,2023-10-02 07:42:37,canceled
191,0,cus_NjE8HB9k4tVJ8v,2023-04-17 06:37:53,,,incomplete
192,0,cus_Nj8oILkd5ZIiaw,2023-04-17 06:56:40,1681716473.0,2023-04-17 07:27:53,canceled
193,0,cus_NjEbCDUMn0ZkOg,2023-04-17 07:06:11,1693556757.0,2023-09-01 08:26:00,canceled
194,0,cus_NjEfdfliYfWpa5,2023-04-17 07:12:07,1685607423.0,2023-06-01 08:17:06,canceled
195,0,cus_NjEjcADZofZs5S,2023-04-17 07:14:26,1696235978.0,2023-10-02 08:39:41,canceled
196,0,cus_NjEolVzsnJD1lE,2023-04-17 07:20:43,1681716760.0,2023-04-17 07:32:40,canceled
197,0,cus_NjEvZOETJKn1yv,2023-04-17 07:27:14,1681716690.0,2023-04-17 07:31:31,canceled
198,0,cus_NjEucP5koezsD7,2023-04-17 07:32:16,,,incomplete
199,0,cus_NjF3pqVwzwC8hm,2023-04-17 07:34:07,1681722220.0,2023-04-17 09:03:41,canceled
200,0,cus_NjF3ReaOwfkvy1,2023-04-17 07:34:29,,2024-10-17 07:34:54,active
201,0,cus_NjFNSvPhoi2e5R,2023-04-17 07:54:12,1681826060.0,2023-04-18 13:54:20,canceled
202,0,cus_NjFrtgzIc5nZgt,2023-04-17 08:24:02,1681808732.0,2023-04-18 09:05:32,canceled
203,0,cus_NjC4SJw31SY4bm,2023-04-17 09:39:24,1687212225.0,2023-07-17 09:46:22,canceled
204,0,cus_NjIAnbXIIvkPsd,2023-04-17 10:48:32,1685620448.0,2023-06-01 11:54:10,canceled
205,0,cus_NjDiMJtRArtREV,2023-04-17 12:16:56,1682010278.0,2023-04-20 17:04:38,canceled
206,0,cus_NjK5yPfRNwEyav,2023-04-17 12:46:09,1681735724.0,2023-04-17 12:48:44,canceled
207,0,cus_NjKNga2mLvDIWy,2023-04-17 13:04:28,1681736777.0,2023-04-17 13:06:17,canceled
208,0,cus_NjKJgBGqB8lqfr,2023-04-17 13:04:48,1693579575.0,2023-09-01 14:46:18,canceled
209,0,cus_NjKWYDYOsUBMyX,2023-04-17 13:14:00,1681737404.0,2023-04-17 13:16:44,canceled
210,0,cus_NjC0Eh2N26HfRd,2023-04-17 13:16:26,1712499439.0,2024-04-07 14:17:21,canceled
211,0,cus_NjKZZwJ2TmpzBd,2023-04-17 13:16:33,1681737962.0,2023-04-17 13:26:02,canceled
212,0,cus_NjKckUYhHaL77A,2023-04-17 13:19:30,1681737750.0,2023-04-17 13:22:31,canceled
213,0,cus_NjKeowc9LgYUvQ,2023-04-17 13:21:55,1681737837.0,2023-04-17 13:23:57,canceled
214,0,cus_NjKqp7La3NaSxt,2023-04-17 13:32:46,1681738425.0,2023-04-17 13:33:45,canceled
215,0,cus_NjL6nBUBwQJvYA,2023-04-17 13:49:15,1681739584.0,2023-04-17 13:53:04,canceled
216,0,cus_NjL9Ekjo2ri4X5,2023-04-17 13:52:21,1681763861.0,2023-04-17 20:37:41,canceled
217,0,cus_NjLRQjWq2Pq3oJ,2023-04-17 14:10:34,1701530498.0,2023-12-02 15:21:41,canceled
218,0,cus_NjLXp2i3MEYsGU,2023-04-17 14:16:06,1681741821.0,2023-04-17 14:30:21,canceled
219,0,cus_NjLg32YHdJHtm9,2023-04-17 14:25:32,1681742056.0,2023-04-17 14:34:16,canceled
220,0,cus_NjLm6teQKrsywH,2023-04-17 14:35:44,1681744348.0,2023-04-17 15:12:28,canceled
221,0,cus_NjLriz6XSc9vM8,2023-04-17 14:37:26,,2024-10-17 14:38:14,active
222,0,cus_NjM74QDOlWXyp0,2023-04-17 14:52:27,1688314181.0,2023-07-02 16:09:44,canceled
223,0,cus_NjMB9i8hPLyxaK,2023-04-17 14:56:58,1681743632.0,2023-04-17 15:00:32,canceled
224,0,cus_NjME5Qar8NMjoz,2023-04-17 15:00:03,1681744074.0,2023-04-17 15:07:54,canceled
225,0,cus_NjLm8XaMtIuR64,2023-04-17 15:00:48,1682112036.0,2023-04-21 21:20:37,canceled
226,0,cus_NjKVp960al5wlf,2023-04-17 15:15:28,1693586470.0,2023-09-01 16:41:13,canceled
227,0,cus_NjMXx1sDOEyamf,2023-04-17 15:19:19,1681748115.0,2023-04-17 16:15:15,canceled
228,0,cus_NjMZbeqPZ46FzT,2023-04-17 15:21:18,1720455743.0,2024-07-08 16:22:26,canceled
229,0,cus_NjBnn8tZ5MmUEw,2023-04-17 15:31:31,,2024-10-17 15:32:26,active
230,0,cus_NjMnDEcPXcH0UA,2023-04-17 15:35:26,1681746353.0,2023-04-17 15:45:53,canceled
231,0,cus_NjMl87XSstJP0A,2023-04-17 15:36:34,1681745871.0,2023-04-17 15:37:51,canceled
232,0,cus_NjNJvR9yCVH8E9,2023-04-17 16:06:40,1706807353.0,2024-02-01 17:09:16,canceled
233,0,cus_NjNKqLXyfHH03Q,2023-04-17 16:07:30,1682012743.0,2023-04-20 17:45:43,canceled
234,0,cus_NjNQ9fjXeXS1Ok,2023-04-17 16:14:05,1681833768.0,2023-04-18 16:02:48,canceled
235,0,cus_NjCnBo5UtGpkxC,2023-04-17 16:14:29,1698859931.0,2023-11-01 17:32:14,canceled
236,0,cus_NjNRDwX0uRWTJJ,2023-04-17 16:15:54,1730999799.0,2024-11-07 17:16:40,canceled
237,0,cus_NjNeUaWhStjm79,2023-04-17 16:27:25,1701538947.0,2023-12-02 17:42:30,canceled
238,0,cus_NjBldGM1nDnw3n,2023-04-17 16:42:13,1681749840.0,2023-04-17 16:44:00,canceled
239,0,cus_NjNtkAfcak2JyH,2023-04-17 16:43:59,,,incomplete
240,0,cus_NjNvztKvux2Sie,2023-04-17 16:44:15,,,incomplete
241,0,cus_NjO3cqktFwAWop,2023-04-17 16:52:02,1681750593.0,2023-04-17 16:56:34,canceled
242,0,cus_NjO2XZDhMtWN7Y,2023-04-17 16:53:59,,2024-10-17 16:54:41,active
243,0,cus_NjLagrXEKY3RdE,2023-04-17 17:02:49,1681751409.0,2023-04-17 17:10:09,canceled
244,0,cus_NjOG0m8vqweOr0,2023-04-17 17:05:17,1687213613.0,2023-07-17 17:12:09,canceled
245,0,cus_NjOHcgPK8zCtYY,2023-04-17 17:06:27,1712513243.0,2024-04-07 18:07:26,canceled
246,0,cus_NjOGkB5ASsiTHS,2023-04-17 17:08:17,1681751727.0,2023-04-17 17:15:27,canceled
247,0,cus_NjOFP6XsGXTITq,2023-04-17 17:09:16,1681953219.0,2023-04-20 01:13:39,canceled
248,0,cus_NjOLJOByfPf9dD,2023-04-17 17:10:46,1693593296.0,2023-09-01 18:34:59,canceled
249,0,cus_NjOXQvevF9Wqyk,2023-04-17 17:22:25,1681752293.0,2023-04-17 17:24:54,canceled
250,0,cus_NjOXmlaJxby2AU,2023-04-17 17:22:49,1727168682.0,2024-10-17 17:23:16,canceled
251,0,cus_NjOYMsmguO2cG7,2023-04-17 17:32:01,1681753258.0,2023-04-17 17:40:58,canceled
252,0,cus_NjOhyqy5Pw4vGU,2023-04-17 17:33:12,1681916213.0,2023-04-19 14:56:54,canceled
253,0,cus_NjOj59h1D83sXj,2023-04-17 17:34:18,1685644998.0,2023-06-01 18:43:21,canceled
254,0,cus_NjOoteH34NRzf8,2023-04-17 17:41:15,1681754192.0,2023-04-17 17:56:32,canceled
255,0,cus_NjOqTvTXimHEna,2023-04-17 17:41:17,1731004957.0,2024-11-07 18:42:41,canceled
256,0,cus_NjOwc1cDKkHHwj,2023-04-17 17:49:09,1681754274.0,2023-04-17 17:57:54,canceled
