"customer_id","subscription_created","canceled_at","first_payment_time","time_to_first_payment_hours","time_to_first_payment_minutes","time_to_first_payment_seconds_remainder"
"cus_Q4tCQnK8Cehpa7","2024-05-10 15:31:59.000","2024-05-10 15:42:12.000","2024-05-10 15:32:00.000","0","0","1"
"cus_Q7Qo5G6CVoYyLN","2024-05-17 05:03:07.000","2024-05-17 05:14:08.000","2024-05-17 05:03:08.000","0","0","1"
"cus_QBc5jLG1HCx5sH","2024-05-28 01:34:10.000","2024-05-28 01:58:25.000","2024-05-28 01:34:11.000","0","0","1"
"cus_QDYvRN9UqQTUUI","2024-06-02 06:59:11.000","2024-06-02 07:00:39.000","2024-06-02 06:59:12.000","0","0","1"
"cus_QDkeiUn3xejeq1","2024-06-02 18:39:13.000","2024-06-02 18:44:05.000","2024-06-02 18:39:14.000","0","0","1"
"cus_QHpXWO5gMpgliU","2024-06-13 15:54:06.000","2024-06-13 16:06:14.000","2024-06-13 15:54:07.000","0","0","1"
"cus_QW8PPfThCErb1Y","2024-07-21 20:14:48.000","2024-07-21 20:19:39.000","2024-07-21 20:14:49.000","0","0","1"
"cus_QdqGoS4NdvjzF3","2024-08-11 14:52:49.000","2024-08-11 14:57:53.000","2024-08-11 14:52:50.000","0","0","1"
"cus_QlofJrhNRPP1nu","2024-09-01 16:57:05.000","2024-09-01 17:00:57.000","2024-09-01 16:57:07.000","0","0","2"
"cus_QnCdfceu9L8Dly","2024-09-05 09:45:34.000","2024-09-05 10:00:43.000","2024-09-05 09:45:35.000","0","0","1"
"cus_Qo4JgtRviXMecb","2024-09-07 17:12:16.000","2024-09-07 18:02:28.000","2024-09-07 17:12:17.000","0","0","1"
"cus_QonzyhTivZtvPv","2024-09-09 16:26:07.000","2024-09-09 17:06:09.000","2024-09-09 16:26:08.000","0","0","1"
"cus_QqS9z8aLj9iWou","2024-09-14 02:00:33.000","2024-09-14 02:07:58.000","2024-09-14 02:00:33.000","0","0","0"
"cus_Qw93mX3gY9CD9v","2024-09-29 06:39:12.000","2024-09-29 06:41:03.000","2024-09-29 06:39:13.000","0","0","1"
"cus_QxLYnqgq977dyy","2024-10-02 11:42:59.000","2024-10-02 12:08:05.000","2024-10-02 11:43:00.000","0","0","1"
"cus_Qyug3GWJmBgDt4","2024-10-06 16:02:16.000","2024-10-06 16:19:22.000","2024-10-06 16:02:17.000","0","0","1"
"cus_RAKpZcfge6ATTy","2024-11-06 03:45:37.000","2024-11-06 03:52:34.000","2024-11-06 03:45:39.000","0","0","2"
"cus_NhAxAXOGzicbMe","2023-04-11 19:13:21.000","2023-04-11 19:13:21.000","2023-04-11 19:13:22.000","0","0","1"
"cus_Nj739vBnRd0RCk","2023-04-16 23:21:04.000","2023-04-17 00:15:37.000","2023-04-16 23:21:05.000","0","0","1"
"cus_Nj9ZmAC2rm3hlp","2023-04-17 01:54:55.000","2023-04-17 02:05:38.000","2023-04-17 01:54:56.000","0","0","1"
"cus_NjARqEBd6c63WR","2023-04-17 02:49:13.000","2023-04-17 03:36:59.000","2023-04-17 02:49:14.000","0","0","1"
"cus_NjZ6Q1f9hJ2I1s","2023-04-18 04:25:10.000","2023-04-18 04:41:46.000","2023-04-18 04:25:11.000","0","0","1"
"cus_NjuGGCZn2bXmoP","2023-04-19 02:10:14.000","2023-04-19 02:33:00.000","2023-04-19 02:10:15.000","0","0","1"
"cus_NksycVGGPJghvE","2023-04-21 16:54:00.000","2023-04-21 16:54:44.000","2023-04-21 16:54:01.000","0","0","1"
"cus_NlHyjvze37p14i","2023-04-22 18:44:20.000","2023-04-22 19:36:07.000","2023-04-22 18:44:21.000","0","0","1"
"cus_NjUuprcRLRcUa7","2023-04-24 02:24:12.000","2023-04-24 02:31:15.000","2023-04-24 02:24:13.000","0","0","1"
"cus_NmJ4Bs2jgvnboJ","2023-04-25 11:55:41.000","2023-04-25 12:30:43.000","2023-04-25 11:55:42.000","0","0","1"
"cus_NnVnp3DoszlTiL","2023-04-29 02:56:50.000","2023-04-29 03:33:33.000","2023-04-29 02:56:51.000","0","0","1"
"cus_NqWYeChPlt6QED","2023-05-06 18:07:36.000","2023-05-06 18:09:39.000","2023-05-06 18:07:37.000","0","0","1"
"cus_PTEmsyrBo8mhaC","2024-01-30 14:29:19.000","2024-01-30 14:40:41.000","2024-01-30 14:29:20.000","0","0","1"
"cus_PYI7g7ixR3PK9t","2024-02-13 02:17:42.000","2024-02-13 02:30:26.000","2024-02-13 02:17:43.000","0","0","1"
"cus_PhAwpI31JePIeh","2024-03-08 01:59:46.000","2024-03-08 03:59:02.000","2024-03-08 01:59:47.000","0","0","1"
"cus_PjirbpvcmyU1lb","2024-03-14 16:06:40.000","2024-03-14 16:08:37.000","2024-03-14 16:06:41.000","0","0","1"
"cus_Ple3OiGWY7xjeu","2024-03-20 22:09:08.000","2024-03-20 22:31:30.000","2024-03-20 22:09:09.000","0","0","1"
"cus_PoQpbcOlnIoS7j","2024-03-27 04:20:53.000","2024-03-27 04:22:41.000","2024-03-27 04:20:54.000","0","0","1"
"cus_PrJczNpThEdwKT","2024-04-03 21:07:35.000","2024-04-03 21:16:16.000","2024-04-03 21:07:36.000","0","0","1"
"cus_PuypiVeulgMIJy","2024-04-13 15:53:58.000","2024-04-13 16:28:29.000","2024-04-13 15:53:59.000","0","0","1"
"cus_PwZJ7m5DUrqilL","2024-04-17 21:39:33.000","2024-04-17 23:01:52.000","2024-04-17 21:39:34.000","0","0","1"
"cus_PxONnvNkYDBbr5","2024-04-20 02:25:48.000","2024-04-20 02:42:33.000","2024-04-20 02:25:49.000","0","0","1"
"cus_PyB1wPohfUoIhQ","2024-04-22 04:43:22.000","2024-04-22 05:02:01.000","2024-04-22 04:43:23.000","0","0","1"
"cus_Q0GWLbKohpTcXH","2024-04-27 18:31:00.000","2024-04-27 18:45:40.000","2024-04-27 18:31:01.000","0","0","1"
"cus_PwzM9fiDS8m2GK","2024-05-02 01:26:24.000","2024-05-02 01:31:28.000","2024-05-02 01:26:25.000","0","0","1"
"cus_Q2RsJZFEf2bTcP","2024-05-03 14:24:42.000","2024-05-03 14:49:58.000","2024-05-03 14:24:43.000","0","0","1"
"cus_Q48Xvq98y3of4a","2024-05-08 02:32:46.000","2024-05-08 02:54:01.000","2024-05-08 02:32:47.000","0","0","1"
"cus_Q4vYEdODbxE9Ov","2024-05-10 05:10:51.000","2024-05-10 05:27:43.000","2024-05-10 05:11:01.000","0","0","10"
"cus_Q4vYEdODbxE9Ov","2024-05-10 05:11:13.000","2024-05-10 05:28:05.000","2024-05-10 05:11:01.000","0","0","-12"
"cus_Q4vYEdODbxE9Ov","2024-05-10 05:11:58.000","2024-05-10 05:27:53.000","2024-05-10 05:11:01.000","0","0","-57"
"cus_QB8n6SXifW7JjE","2024-05-26 19:17:18.000","2024-05-26 19:18:12.000","2024-05-26 19:17:19.000","0","0","1"
"cus_QF2ewZiFQispBs","2024-06-06 05:10:06.000","2024-06-06 05:34:21.000","2024-06-06 05:10:07.000","0","0","1"
"cus_QHzgbQe0DjlVnM","2024-06-14 02:36:16.000","2024-06-14 03:08:06.000","2024-06-14 02:36:16.000","0","0","0"
"cus_QKs9y6dIx4hEC4","2024-06-21 18:45:38.000","2024-06-21 18:54:01.000","2024-06-21 18:45:39.000","0","0","1"
"cus_QTe9ZVQPa5zpG3","2024-07-15 04:50:53.000","2024-07-15 04:51:56.000","2024-07-15 04:50:54.000","0","0","1"
"cus_Q9zkhasyqdkexp","2024-07-22 22:06:37.000","2024-07-22 23:07:56.000","2024-06-21 02:01:44.000","-764","-4","-53"
"cus_Q9zkhasyqdkexp","2024-07-22 22:09:01.000","2024-07-22 23:07:53.000","2024-06-21 02:01:44.000","-764","-7","-17"
"cus_Q9zkhasyqdkexp","2024-07-22 22:10:03.000","2024-07-22 23:08:04.000","2024-06-21 02:01:44.000","-764","-8","-19"
"cus_Q9zkhasyqdkexp","2024-07-22 22:26:20.000","2024-07-22 23:07:49.000","2024-06-21 02:01:44.000","-764","-24","-36"
"cus_QeuhzGIHye3KTG","2024-08-14 06:54:12.000","2024-08-14 07:07:51.000","2024-08-14 06:54:13.000","0","0","1"
"cus_QggLziadahvhkM","2024-08-18 23:58:53.000","2024-08-19 00:09:01.000","2024-08-18 23:58:54.000","0","0","1"
"cus_QhMFsaxlkuxnrF","2024-08-20 19:19:18.000","2024-08-20 19:20:44.000","2024-08-20 19:19:19.000","0","0","1"
"cus_QkNuiuRl4GkKNI","2024-08-28 21:16:23.000","2024-08-28 21:36:46.000","2024-08-28 21:16:24.000","0","0","1"
"cus_QmvIdTt5isEgXw","2024-09-07 05:38:18.000","2024-09-07 05:41:31.000","2024-09-07 05:38:19.000","0","0","1"
"cus_QrWqP8e2mrvXiM","2024-09-16 23:05:10.000","2024-09-16 23:06:32.000","2024-09-16 23:05:11.000","0","0","1"
"cus_QuQcSJ0qlyjkdR","2024-09-24 16:51:37.000","2024-09-24 16:56:42.000","2024-09-24 16:51:38.000","0","0","1"
"cus_QvAKdLlGDLUA01","2024-09-26 16:07:11.000","2024-09-26 16:12:42.000","2024-09-26 16:07:12.000","0","0","1"
"cus_QvHyvJXy1XFipI","2024-09-26 23:49:10.000","2024-09-27 00:05:10.000","2024-09-26 23:49:11.000","0","0","1"
"cus_Qx6IiG1lTS3DAr","2024-10-01 19:52:54.000","2024-10-01 20:05:06.000","2024-10-01 19:52:55.000","0","0","1"
"cus_P2cIiZ1pGplfJc","2024-10-11 15:40:23.000","2024-10-11 16:29:56.000","2023-11-20 13:00:21.000","-7826","-40","-2"
"cus_R2MiNjhNG4FHyl","2024-10-15 21:40:30.000","2024-10-15 21:41:10.000","2024-10-15 21:40:31.000","0","0","1"
"cus_R4rL3kS3yecpXn","2024-10-22 13:33:53.000","2024-10-22 13:48:00.000","2024-10-22 13:33:55.000","0","0","2"
"cus_R4xs8HuaiWlRLB","2024-10-24 00:04:46.000","2024-10-24 00:13:38.000","2024-10-24 00:04:47.000","0","0","1"
"cus_RCBV07zjxiLg8v","2024-11-11 02:14:41.000","2024-11-11 02:32:32.000","2024-11-11 02:14:42.000","0","0","1"
"cus_R5HcEXezxXmIxa","2024-11-11 13:49:33.000","2024-11-11 14:53:59.000","2024-11-11 13:49:34.000","0","0","1"
"cus_RCsrmE9tqwH1Z9","2024-11-12 23:03:38.000","2024-11-12 23:04:49.000","2024-11-12 23:03:39.000","0","0","1"
"cus_Nj8fh5UxQevIEN","2023-04-17 01:00:56.000","2023-04-17 01:09:29.000","2023-04-17 01:00:57.000","0","0","1"
"cus_NjD69zXnq8vCx1","2023-04-17 05:34:15.000","2023-04-17 07:09:44.000","2023-04-17 05:34:16.000","0","0","1"
"cus_NjLg32YHdJHtm9","2023-04-17 14:25:29.000","2023-04-17 14:34:16.000","2023-04-17 14:25:30.000","0","0","1"
"cus_NjVYEu2ZWdauQy","2023-04-18 00:39:20.000","2023-04-18 00:49:53.000","2023-04-18 00:39:21.000","0","0","1"
"cus_NjVsbEBzg2aCll","2023-04-18 00:57:52.000","2023-04-18 01:10:19.000","2023-04-18 00:57:53.000","0","0","1"
"cus_NjhpzndX5cSGMV","2023-04-18 13:18:23.000","2023-04-18 14:46:32.000","2023-04-18 13:18:24.000","0","0","1"
"cus_NjuB7xEiwRyfcU","2023-04-19 02:05:04.000","2023-04-19 02:17:04.000","2023-04-19 02:05:05.000","0","0","1"
"cus_NkWv1Jy4TZJSIa","2023-04-20 18:06:23.000","2023-04-20 18:45:35.000","2023-04-20 18:06:24.000","0","0","1"
"cus_NkXr1JrRhj7g3c","2023-04-20 19:04:53.000","2023-04-20 20:07:53.000","2023-04-20 19:04:54.000","0","0","1"
"cus_NnLB1gK8PVwuGJ","2023-04-28 06:10:26.000","2023-04-28 06:17:23.000","2023-04-28 06:10:27.000","0","0","1"
"cus_PSYrELuWo9uox8","2024-01-28 19:11:11.000","2024-01-28 20:27:23.000","2024-01-28 19:11:11.000","0","0","0"
"cus_Pm1awTBqvaFNp6","2024-03-21 00:30:58.000","2024-03-21 00:38:18.000","2024-03-21 00:30:59.000","0","0","1"
"cus_PoeoOyblunEHDO","2024-03-27 18:47:45.000","2024-03-27 19:12:38.000","2024-03-27 18:47:46.000","0","0","1"
"cus_PqBpXWAnbDZdtG","2024-03-31 21:00:16.000","2024-03-31 21:08:53.000","2024-03-31 21:00:16.000","0","0","0"
"cus_PyFPvipJbIO6Pv","2024-04-22 09:13:18.000","2024-04-22 09:19:34.000","2024-04-22 09:13:19.000","0","0","1"
"cus_Pyl8V0NKY5blJx","2024-04-23 18:00:38.000","2024-04-23 18:03:27.000","2024-04-23 18:00:39.000","0","0","1"
"cus_PzdVGQBfuKFg2X","2024-04-26 02:11:34.000","2024-04-26 02:16:03.000","2024-04-26 02:11:35.000","0","0","1"
"cus_PuCfGvsehUX2ef","2024-05-02 15:26:25.000","2024-05-02 15:50:17.000","2024-05-02 15:26:26.000","0","0","1"
"cus_Q4qqzleL6zze3f","2024-05-10 00:21:04.000","2024-05-10 00:32:36.000","2024-05-10 00:21:04.000","0","0","0"
"cus_Q8CD0do3IDJ4If","2024-05-18 22:37:01.000","2024-05-18 22:51:43.000","2024-05-18 22:37:02.000","0","0","1"
"cus_QDB8Z5TgaMOuns","2024-06-01 05:55:30.000","2024-06-01 05:57:25.000","2024-06-01 05:55:32.000","0","0","2"
"cus_QK8GqpoEcqV1AT","2024-06-19 19:18:35.000","2024-06-19 19:33:07.000","2024-06-19 19:18:36.000","0","0","1"
"cus_QPB62I66LKFm7s","2024-07-03 06:35:17.000","2024-07-03 06:39:40.000","2024-07-03 06:35:18.000","0","0","1"
"cus_PKwJPAtWFX0IUA","2024-07-10 13:31:54.000","2024-07-10 13:33:02.000","2024-01-08 10:54:04.000","-4418","-37","-50"
"cus_QccZJ8pNxKe2iG","2024-08-08 03:50:47.000","2024-08-08 03:53:57.000","2024-08-08 03:50:48.000","0","0","1"
"cus_QjTYSOwCkNtlFV","2024-08-26 10:59:45.000","2024-08-26 11:02:20.000","2024-08-26 10:59:46.000","0","0","1"
"cus_Qlk8Lk71b5WLjL","2024-09-01 12:17:10.000","2024-09-01 13:41:50.000","2024-09-01 12:17:11.000","0","0","1"
"cus_QllM8IL42jrYZF","2024-09-01 13:30:32.000","2024-09-01 14:04:26.000","2024-09-01 13:30:33.000","0","0","1"
"cus_Qoti2arZv9BDco","2024-09-09 22:23:41.000","2024-09-09 23:52:34.000","2024-09-09 22:23:42.000","0","0","1"
"cus_Qr72MAq9ADq3HQ","2024-09-15 20:22:30.000","2024-09-15 20:44:51.000","2024-09-15 20:22:31.000","0","0","1"
"cus_QsNVDkdIkz7QRo","2024-09-19 07:00:58.000","2024-09-19 07:05:49.000","2024-09-19 07:00:59.000","0","0","1"
"cus_QoEYEjafDesOn2","2024-09-20 23:38:47.000","2024-09-21 00:42:44.000","2024-09-20 23:38:48.000","0","0","1"
"cus_QtJYKryvBTA5Ic","2024-09-21 17:20:06.000","2024-09-21 17:32:47.000","2024-09-21 17:20:07.000","0","0","1"
"cus_Qk8jIQE35UOLOJ","2024-09-26 11:57:48.000","2024-09-26 12:44:37.000","2024-09-26 11:57:49.000","0","0","1"
"cus_QxKYlVETUt6dyF","2024-10-02 10:36:14.000","2024-10-02 11:02:14.000","2024-10-02 10:36:15.000","0","0","1"
"cus_Qz3J1E8upUBjQp","2024-10-07 01:01:45.000","2024-10-07 01:21:00.000","2024-10-07 01:01:46.000","0","0","1"
"cus_R1AxAJZV0SoHi5","2024-10-12 16:58:17.000","2024-10-12 17:01:02.000","2024-10-12 16:58:18.000","0","0","1"
"cus_R2HCII6zolZ9cs","2024-10-15 15:28:39.000","2024-10-15 15:33:10.000","2024-10-15 15:28:40.000","0","0","1"
"cus_R2IAL834kvJuAv","2024-10-15 16:33:26.000","2024-10-15 17:26:17.000","2024-10-15 16:33:27.000","0","0","1"
"cus_R38BTvPNjApIO3","2024-10-17 22:12:59.000","2024-10-17 22:20:43.000","2024-10-17 22:13:00.000","0","0","1"
"cus_R4FChJKoMvakxK","2024-10-20 21:34:04.000","2024-10-20 22:10:55.000","2024-10-20 21:34:05.000","0","0","1"
"cus_QjTYSOwCkNtlFV","2024-10-21 02:42:37.000","2024-10-21 04:06:52.000","2024-08-26 10:59:46.000","-1335","-42","-51"
"cus_R63KB6SzfsVhjx","2024-10-25 17:54:49.000","2024-10-25 18:09:09.000","2024-10-25 17:54:50.000","0","0","1"
"cus_R7K9McNBH9H1S8","2024-10-29 02:52:33.000","2024-10-29 02:58:32.000","2024-10-29 02:52:34.000","0","0","1"
"cus_R81nZBY7Yj9Hvo","2024-11-03 23:37:20.000","2024-11-03 23:52:47.000","2024-11-03 23:37:21.000","0","0","1"
"cus_RBFEXE5krvmgDE","2024-11-08 14:03:37.000","2024-11-08 14:13:47.000","2024-11-08 14:03:38.000","0","0","1"
"cus_RDBSLiZOAWZLNT","2024-11-13 18:26:17.000","2024-11-13 20:15:03.000","2024-11-13 18:26:19.000","0","0","2"
"cus_NhEOSXbkEz9C8x","2023-04-11 22:45:00.000","2023-04-11 22:45:00.000","2023-04-11 22:45:01.000","0","0","1"
"cus_NjYRa4psElISn3","2023-04-18 03:35:40.000","2023-04-18 03:39:26.000","2023-04-18 03:35:41.000","0","0","1"
"cus_NjjQdthZcJTmES","2023-04-18 14:58:27.000","2023-04-18 15:38:41.000","2023-04-18 14:58:28.000","0","0","1"
"cus_NjlGOTrzBLeZio","2023-04-18 16:52:06.000","2023-04-18 17:46:27.000","2023-04-18 16:52:07.000","0","0","1"
"cus_Nk5mk0tUxz1O2X","2023-04-19 14:09:17.000","2023-04-19 14:29:21.000","2023-04-19 14:09:18.000","0","0","1"
"cus_NmHcWCnXxMFeqx","2023-05-01 13:49:48.000","2023-05-01 13:52:19.000","2023-04-25 10:25:28.000","-147","-24","-20"
"cus_OFyQFJDwoXHrmV","2023-07-13 16:36:31.000","2023-07-13 17:57:32.000","2023-07-13 16:36:32.000","0","0","1"
"cus_PVdpipSIXNN2Mu","2024-02-06 00:30:18.000","2024-02-06 01:37:22.000","2024-02-06 00:30:19.000","0","0","1"
"cus_PWgNObKF2CUDnO","2024-02-08 19:21:12.000","2024-02-08 19:36:03.000","2024-02-08 19:18:37.000","0","-2","-35"
"cus_PlLY5FDUYzmhJl","2024-03-18 22:44:06.000","2024-03-18 23:00:43.000","2024-03-18 22:44:07.000","0","0","1"
"cus_PlasVTDEwoga2a","2024-03-19 14:31:12.000","2024-03-19 14:35:06.000","2024-03-19 14:31:13.000","0","0","1"
"cus_PmpcIJUxuipdVe","2024-03-22 21:50:27.000","2024-03-22 21:56:17.000","2024-03-22 21:50:28.000","0","0","1"
"cus_Pn8aSdsWCwYQ0p","2024-03-23 17:26:46.000","2024-03-23 18:11:41.000","2024-03-23 17:26:47.000","0","0","1"
"cus_PpOWgsCOx0MiQD","2024-03-29 18:05:39.000","2024-03-29 18:13:57.000","2024-03-29 18:05:40.000","0","0","1"
"cus_PqQxRSrTxSvmj8","2024-04-01 12:38:07.000","2024-04-01 13:02:59.000","2024-04-01 12:38:08.000","0","0","1"
"cus_PqTkXPo1yMUJDa","2024-04-01 15:30:26.000","2024-04-01 15:41:59.000","2024-04-01 15:30:26.000","0","0","0"
"cus_PuCtM81jiMBZhY","2024-04-11 14:21:25.000","2024-04-11 14:45:02.000","2024-04-11 14:21:26.000","0","0","1"
"cus_PwhC3gtxlFC1wC","2024-04-18 06:01:31.000","2024-04-18 06:17:56.000","2024-04-18 06:01:31.000","0","0","0"
"cus_PxqMZBOJgn2WlF","2024-04-24 18:12:16.000","2024-04-24 18:23:03.000","2024-04-24 18:12:16.000","0","0","0"
"cus_PynVlhsRLM1Qsc","2024-04-24 19:06:24.000","2024-04-24 19:13:37.000","2024-04-24 19:06:25.000","0","0","1"
"cus_Q1bpWJNP0Ar9om","2024-05-01 08:41:01.000","2024-05-01 09:12:51.000","2024-05-01 08:41:02.000","0","0","1"
"cus_Pvu1tT41RPWXBP","2024-05-04 07:48:26.000","2024-05-04 07:50:32.000","2024-05-04 07:48:27.000","0","0","1"
"cus_Q8CqW4GSARIolI","2024-05-18 23:16:29.000","2024-05-18 23:25:58.000","2024-05-18 23:16:30.000","0","0","1"
"cus_Q99hoLnu4TOHRG","2024-05-21 12:17:52.000","2024-05-21 12:25:33.000","2024-05-21 12:17:53.000","0","0","1"
"cus_Q9DzC9YFwTEKs9","2024-05-21 16:28:54.000","2024-05-21 17:49:38.000","2024-05-21 16:28:55.000","0","0","1"
"cus_QCqArc1S9AW25G","2024-05-31 08:15:40.000","2024-05-31 08:16:16.000","2024-05-31 08:15:41.000","0","0","1"
"cus_QJwwJGQZ8Nbxyu","2024-06-19 07:38:00.000","2024-06-19 07:50:59.000","2024-06-19 07:38:01.000","0","0","1"
"cus_QQzbllWb1LtTHr","2024-07-08 02:50:54.000","2024-07-08 02:51:22.000","2024-07-08 02:50:55.000","0","0","1"
"cus_QhkV2XTfYN4lGs","2024-08-22 12:40:40.000","2024-08-22 12:42:23.000","2024-08-22 12:40:41.000","0","0","1"
"cus_QiREMUDeA6F1Hc","2024-08-23 16:33:23.000","2024-08-23 16:59:23.000","2024-08-23 16:33:24.000","0","0","1"
"cus_QiCM1uOFJCnEVW","2024-08-24 17:55:49.000","2024-08-24 18:19:09.000","2024-08-24 17:55:50.000","0","0","1"
"cus_QjgNmxqCQceMI5","2024-08-27 00:12:19.000","2024-08-27 00:25:15.000","2024-08-27 00:12:20.000","0","0","1"
"cus_QjuDOUQ4Z2uXGt","2024-08-27 14:32:25.000","2024-08-27 14:52:48.000","2024-08-27 14:32:26.000","0","0","1"
"cus_QkTNe6l1GHADk8","2024-08-29 13:45:59.000","2024-08-29 13:55:21.000","2024-08-29 13:46:00.000","0","0","1"
"cus_QlDZdaJpqw2RJm","2024-08-31 02:35:29.000","2024-08-31 02:37:39.000","2024-08-31 02:35:30.000","0","0","1"
"cus_QlI7FEbv2XOUvd","2024-08-31 07:16:48.000","2024-08-31 07:50:59.000","2024-08-31 07:16:49.000","0","0","1"
"cus_Qlyp7gjLzyVTZF","2024-09-02 03:25:47.000","2024-09-02 03:40:46.000","2024-09-02 03:25:48.000","0","0","1"
"cus_QmHhsl9wLtwL4V","2024-09-05 07:53:12.000","2024-09-05 08:11:08.000","2024-09-05 07:53:13.000","0","0","1"
"cus_QnqpvclX9FikEn","2024-09-07 03:31:19.000","2024-09-07 03:37:44.000","2024-09-07 03:31:20.000","0","0","1"
"cus_QnxEeI2E1UNW2x","2024-09-07 09:55:06.000","2024-09-07 10:00:27.000","2024-09-07 09:55:07.000","0","0","1"
"cus_Qo3sy0AtjV6DGA","2024-09-07 17:09:20.000","2024-09-07 17:13:27.000","2024-09-07 17:09:21.000","0","0","1"
"cus_QolBXTsZHaqxF0","2024-09-09 13:34:23.000","2024-09-09 13:45:51.000","2024-09-09 13:34:24.000","0","0","1"
"cus_Qq8X9J3Fht2PbM","2024-09-13 05:47:11.000","2024-09-13 05:56:49.000","2024-09-13 05:47:12.000","0","0","1"
"cus_QsHrMBVmIXigrS","2024-09-18 23:34:40.000","2024-09-18 23:54:24.000","2024-09-18 23:34:41.000","0","0","1"
"cus_QtoC0CDmAngshe","2024-09-23 01:46:42.000","2024-09-23 02:14:40.000","2024-09-23 01:46:43.000","0","0","1"
"cus_Quichv4ADP2a6k","2024-09-25 11:24:48.000","2024-09-25 12:57:59.000","2024-09-25 11:24:49.000","0","0","1"
"cus_QwNzv6EXrCk3S1","2024-10-01 08:56:00.000","2024-10-01 09:26:00.000","2024-10-01 08:56:02.000","0","0","2"
"cus_Qyv6hGJyX4QDgi","2024-10-06 16:25:18.000","2024-10-06 16:52:25.000","2024-10-06 16:25:19.000","0","0","1"
"cus_R2c6iO3vfJTLpP","2024-10-16 13:06:07.000","2024-10-16 13:09:44.000","2024-10-16 13:06:08.000","0","0","1"
"cus_QryPmTuQcZBS7d","2024-10-16 13:55:57.000","2024-10-16 14:12:35.000","2024-10-16 13:55:59.000","0","0","2"
"cus_R3qO2pYqsNgFic","2024-10-19 19:57:54.000","2024-10-19 19:58:31.000","2024-10-19 19:57:55.000","0","0","1"
"cus_R66bmGr5cz6sEE","2024-10-27 14:57:21.000","2024-10-27 15:37:22.000","2024-10-27 14:57:22.000","0","0","1"
"cus_R23wLU7Td6vP2Q","2024-11-04 21:14:57.000","2024-11-04 21:28:11.000","2024-11-04 21:14:58.000","0","0","1"
"cus_RB6uTupaL12CnX","2024-11-08 05:27:50.000","2024-11-08 05:35:11.000","2024-11-08 05:27:51.000","0","0","1"
"cus_RC0T2ppfADUson","2024-11-10 14:52:36.000","2024-11-10 15:08:04.000","2024-11-10 14:52:37.000","0","0","1"
"cus_R2j33HliEfmuzk","2024-11-11 16:16:40.000","2024-11-11 16:35:26.000","2024-11-11 16:16:41.000","0","0","1"
"cus_Nk9V6rqWBk2kro","2023-04-21 15:45:10.000","2023-04-21 15:50:52.000","2023-04-21 15:45:11.000","0","0","1"
"cus_P7dSn4XFEaaWF6","2023-12-03 22:31:50.000","2023-12-03 22:47:58.000","2023-12-03 22:31:51.000","0","0","1"
"cus_PXAsO9doKP6uVv","2024-02-10 02:43:22.000","2024-02-10 02:47:59.000","2024-02-10 02:43:23.000","0","0","1"
"cus_Pla6CaNoB3b6QP","2024-03-19 13:47:28.000","2024-03-19 13:54:19.000","2024-03-19 13:47:28.000","0","0","0"
