customer_id,Subscription_Start,Cancellation_Date,loginType,platform
cus_Nj9yKM5tpllxl0,2023-04-17 02:22:00,2023-06-01 03:27:42,0,extension
cus_NjA3UYIUMzwC3s,2023-04-17 02:24:31,2023-07-02 03:42:33,2,mobile
cus_NjA2YzYf9ZQWPV,2023-04-17 02:25:18,Active,2,mobile
cus_NjABUBYc1FzCjf,2023-04-17 02:32:04,2023-04-17 02:36:59,2,mobile
cus_NjABlZrfChYIiA,2023-04-17 02:32:33,2023-04-17 02:43:51,1,web
cus_NjAEsA2ETKRaik,2023-04-17 02:36:44,Active,2,mobile
cus_NjAFCQcRzKAmkr,2023-04-17 02:36:58,2023-04-17 02:46:18,2,mobile
cus_NjAFLqLEmm4rd0,2023-04-17 02:37:20,2023-09-01 03:55:14,1,web
cus_NjAGMy9zW7suhL,2023-04-17 02:37:59,2023-04-17 02:39:17,2,mobile
cus_NjAJxRkmagYUvF,2023-04-17 02:40:23,Active,2,mobile
cus_NjAJF4PLahjny5,2023-04-17 02:40:47,2024-04-07 03:41:40,2,mobile
cus_NjAKlQfD7oqbYB,2023-04-17 02:41:23,Active,2,mobile
cus_NjAJZDfuQVagHz,2023-04-17 02:42:44,2023-04-17 02:47:08,2,mobile
cus_NjAKwRyksi3liI,2023-04-17 02:46:40,2023-04-17 02:47:19,2,mobile
cus_NjAREdnmFkFGHH,2023-04-17 02:49:09,2023-07-02 03:57:55,2,mobile
cus_NjARqEBd6c63WR,2023-04-17 02:49:17,2023-04-17 03:36:59,2,mobile
cus_NjARerce5KFsFs,2023-04-17 02:49:50,Active,2,mobile
cus_NjAW2gD0la0Fb2,2023-04-17 02:53:56,2023-08-01 04:02:05,2,mobile
cus_NjAVSTdF11y9Aw,2023-04-17 02:55:49,2024-02-01 03:58:23,2,mobile
cus_NjAifBIYgrt5SL,2023-04-17 03:05:39,2023-04-17 03:17:27,2,mobile
cus_NjAlxSoyk0K8C1,2023-04-17 03:09:40,Active,2,mobile
cus_NjAuWrgQ88UuJQ,2023-04-17 03:18:41,2023-04-19 03:20:07,2,mobile
cus_NjAt2NSRqt1Fc8,2023-04-17 03:20:08,2023-04-17 03:22:50,2,mobile
cus_NjAxflSImywYDB,2023-04-17 03:21:20,2023-06-08 19:20:35,2,mobile
cus_NjAy9khOEM5RLi,2023-04-17 03:21:48,2023-04-17 03:42:27,2,mobile
cus_NjAycRNv89KjvL,2023-04-17 03:21:54,2024-01-01 04:24:47,2,mobile
cus_NjB4EJsyjxYX3i,2023-04-17 03:27:35,2023-12-02 04:32:57,2,mobile
cus_NjB5zIO1xnWxFd,2023-04-17 03:28:12,Active,2,mobile
cus_NjB5G0ZK3cdy9R,2023-04-17 03:28:41,2023-04-17 03:31:45,0,extension
cus_NjB6Yxuli5AYtC,2023-04-17 03:30:27,2023-06-01 04:39:15,2,mobile
cus_NjB8HCg0eXGrlt,2023-04-17 03:33:16,Active,2,mobile
cus_NjBElKpTFFZTUP,2023-04-17 03:46:48,2024-07-08 04:48:07,2,mobile
cus_NjBNF83Cs4WVVP,2023-04-17 03:47:13,2023-04-17 11:10:11,2,mobile
cus_NjBPDN8UiHr1lg,2023-04-17 03:48:37,2024-04-07 04:49:40,2,mobile
cus_NjBWfeDDWsbBsi,2023-04-17 03:55:37,2023-04-17 03:58:46,2,mobile
cus_NjBTJQ6F6iyvkT,2023-04-17 03:56:14,Active,2,mobile
cus_NjBXwr01rUlUNW,2023-04-17 03:57:01,Active,2,mobile
cus_NjBafgE9xp4qcd,2023-04-17 03:59:05,2023-06-01 05:04:37,2,mobile
cus_NjBawyHv2ny485,2023-04-17 04:00:04,2023-07-02 05:12:11,2,mobile
cus_NjBdM9U8oWohSc,2023-04-17 04:05:07,2023-04-17 04:22:13,2,mobile
cus_NjBjW0PCrwa9qf,2023-04-17 04:08:00,Active,1,web
cus_NjBjS1mfRLvvMN,2023-04-17 04:09:46,2023-04-17 04:15:21,2,mobile
cus_NjBm6F2h9Rh2bX,2023-04-17 04:13:02,2023-05-28 21:02:25,2,mobile
cus_NjBovtZdfTMVuj,2023-04-17 04:14:41,2023-04-17 05:29:14,2,mobile
cus_NjBse3OBjadgxB,2023-04-17 04:17:59,Active,0,extension
cus_NjBbdOS2rynU7m,2023-04-17 04:18:00,2023-08-01 05:38:54,0,extension
cus_NjBvTzuaprlRgy,2023-04-17 04:21:34,2023-04-17 17:53:42,2,mobile
cus_NjBxz3Km54tytG,2023-04-17 04:22:48,2023-04-17 16:13:46,2,mobile
cus_NjBvscyzk94z9s,2023-04-17 04:25:23,Active,2,mobile
cus_Nj8Rrpe4kr4zEQ,2023-04-17 04:28:56,2023-04-17 05:27:22,2,mobile
cus_NjC7EY0OVueLl9,2023-04-17 04:32:23,2023-04-17 04:34:07,1,web
cus_NjC7KqtX7KXRes,2023-04-17 04:32:27,2024-07-08 05:35:14,2,mobile
cus_NjC2GcIkflcBps,2023-04-17 04:33:13,2023-04-24 02:30:25,2,mobile
cus_NjCEP5PfphMKCE,2023-04-17 04:40:05,2023-04-17 06:21:56,0,extension
cus_NjCFrhvhEiLPnr,2023-04-17 04:41:50,2023-06-01 05:52:23,0,extension
cus_NjCFHyOGDrZzvR,2023-04-17 04:42:37,Active,2,mobile
cus_NjCEbOMr1LML7d,2023-04-17 04:45:09,Active,0,extension
cus_NjCFS9cuNreMRt,2023-04-17 04:45:24,2024-09-07 05:54:05,2,mobile
cus_NjAoLoZuil96YL,2023-04-17 04:45:29,Active,2,mobile
cus_NjCLpOrfwwQzVr,2023-04-17 04:47:05,2023-04-17 04:56:37,2,mobile
cus_NjCMqel0fXgiya,2023-04-17 04:50:35,Active,2,mobile
cus_NjCPMv397dJi4e,2023-04-17 04:50:41,2023-04-17 04:52:40,2,mobile
cus_NjCV2phUajEoqc,2023-04-17 04:57:39,Active,1,web
cus_NjCb0Wv13jqlkt,2023-04-17 05:02:55,2023-09-01 06:18:09,0,extension
cus_NjCcL7Nka6036O,2023-04-17 05:03:13,2023-05-21 06:24:47,0,extension
cus_NjCcRVJ6H0e10q,2023-04-17 05:03:43,2023-08-01 06:18:54,2,mobile
cus_NjCek5QV0XPQ03,2023-04-17 05:07:18,2023-04-19 20:29:05,2,mobile
cus_NjCjAHPkfu2cdS,2023-04-17 05:11:17,2023-04-17 05:13:25,2,mobile
cus_NjCpOh0SPqlHLY,2023-04-17 05:17:51,Active,2,mobile
cus_NjCsZpqngq8NJ3,2023-04-17 05:19:51,2023-04-17 05:30:11,2,mobile
cus_NjCxAE4OtYqfms,2023-04-17 05:24:08,2023-06-01 06:29:32,2,mobile
cus_NjCxnD5dnS2mOo,2023-04-17 05:24:21,Active,2,mobile
cus_NjD17SeVZbKcpI,2023-04-17 05:29:03,Active,2,mobile
cus_NjCooJxWiWF8ds,2023-04-17 05:29:04,Active,0,extension
cus_NjD69zXnq8vCx1,2023-04-17 05:34:18,2023-04-17 07:09:44,2,mobile
cus_NjD4jyzXw4VULn,2023-04-17 05:35:15,2024-03-09 06:38:52,2,mobile
cus_NjDB22SiWYvp5u,2023-04-17 05:39:21,Active,2,mobile
cus_NjDEJZYdkEq7Mb,2023-04-17 05:41:55,2023-04-17 06:07:02,2,mobile
cus_NjDLxkSN6gTs4a,2023-04-17 05:49:52,2024-07-27 15:39:12,2,mobile
cus_NjDWt2qKWI5GA1,2023-04-17 05:59:20,2023-09-01 07:08:50,2,mobile
cus_NjDWEt7TNtZljx,2023-04-17 06:00:23,2023-06-01 07:53:03,2,mobile
cus_NjDdUO8SOqKv7s,2023-04-17 06:06:52,2023-04-17 06:12:31,2,mobile
cus_NjDeWbr5SwXvv9,2023-04-17 06:07:31,2023-09-01 07:27:29,2,mobile
cus_NjDfkSz2lfHpTn,2023-04-17 06:08:59,Active,0,extension
cus_NjDiMLp8HvXiA8,2023-04-17 06:12:11,Active,2,mobile
cus_NjDuE8PsWl0JSc,2023-04-17 06:23:46,2023-04-17 06:26:42,2,mobile
cus_NjDvFM32rk1i7A,2023-04-17 06:24:32,Active,2,mobile
cus_Nj6pg4zwtI06s5,2023-04-17 06:24:37,2023-06-01 07:33:53,0,extension
cus_NjE32pZ1mezfKA,2023-04-17 06:33:41,2023-10-02 07:42:35,2,mobile
cus_NjE8HB9k4tVJ8v,2023-04-17 06:37:53,Active,0,extension
cus_Nj8oILkd5ZIiaw,2023-04-17 06:56:40,2023-04-17 07:27:53,2,mobile
cus_NjEbCDUMn0ZkOg,2023-04-17 07:06:11,2023-09-01 08:25:57,0,extension
cus_NjEfdfliYfWpa5,2023-04-17 07:12:07,2023-06-01 08:17:03,2,mobile
cus_NjEjcADZofZs5S,2023-04-17 07:14:26,2023-10-02 08:39:38,2,mobile
cus_NjEolVzsnJD1lE,2023-04-17 07:20:43,2023-04-17 07:32:40,2,mobile
cus_NjEvZOETJKn1yv,2023-04-17 07:27:14,2023-04-17 07:31:30,2,mobile
cus_NjEucP5koezsD7,2023-04-17 07:32:16,Active,2,mobile
cus_NjF3pqVwzwC8hm,2023-04-17 07:34:07,2023-04-17 09:03:40,2,mobile
cus_NjF3ReaOwfkvy1,2023-04-17 07:34:29,Active,2,mobile
cus_NjFNSvPhoi2e5R,2023-04-17 07:54:12,2023-04-18 13:54:20,2,mobile
cus_NjFrtgzIc5nZgt,2023-04-17 08:24:02,2023-04-18 09:05:32,2,mobile
cus_NjC4SJw31SY4bm,2023-04-17 09:39:24,2023-06-19 22:03:45,2,mobile
cus_NjIAnbXIIvkPsd,2023-04-17 10:48:32,2023-06-01 11:54:08,2,mobile
cus_NjDiMJtRArtREV,2023-04-17 12:16:56,2023-04-20 17:04:38,2,mobile
cus_NjK5yPfRNwEyav,2023-04-17 12:46:09,2023-04-17 12:48:44,0,extension
cus_NjKNga2mLvDIWy,2023-04-17 13:04:28,2023-04-17 13:06:17,2,mobile
cus_NjKJgBGqB8lqfr,2023-04-17 13:04:48,2023-09-01 14:46:15,2,mobile
cus_NjKWYDYOsUBMyX,2023-04-17 13:14:00,2023-04-17 13:16:44,2,mobile
cus_NjC0Eh2N26HfRd,2023-04-17 13:16:26,2024-04-07 14:17:19,2,mobile
cus_NjKZZwJ2TmpzBd,2023-04-17 13:16:33,2023-04-17 13:26:02,2,mobile
cus_NjKckUYhHaL77A,2023-04-17 13:19:30,2023-04-17 13:22:30,2,mobile
cus_NjKeowc9LgYUvQ,2023-04-17 13:21:55,2023-04-17 13:23:57,2,mobile
cus_NjKqp7La3NaSxt,2023-04-17 13:32:46,2023-04-17 13:33:45,2,mobile
cus_NjL6nBUBwQJvYA,2023-04-17 13:49:15,2023-04-17 13:53:04,2,mobile
cus_NjL9Ekjo2ri4X5,2023-04-17 13:52:21,2023-04-17 20:37:41,2,mobile
cus_NjLRQjWq2Pq3oJ,2023-04-17 14:10:34,2023-12-02 15:21:38,2,mobile
cus_NjLXp2i3MEYsGU,2023-04-17 14:16:06,2023-04-17 14:30:21,2,mobile
cus_NjLg32YHdJHtm9,2023-04-17 14:25:32,2023-04-17 14:34:16,0,extension
cus_NjLm6teQKrsywH,2023-04-17 14:35:44,2023-04-17 15:12:28,2,mobile
cus_NjLriz6XSc9vM8,2023-04-17 14:37:26,Active,0,extension
cus_NjM74QDOlWXyp0,2023-04-17 14:52:27,2023-07-02 16:09:41,2,mobile
cus_NjMB9i8hPLyxaK,2023-04-17 14:56:58,2023-04-17 15:00:32,2,mobile
cus_NjME5Qar8NMjoz,2023-04-17 15:00:03,2023-04-17 15:07:54,2,mobile
cus_NjLm8XaMtIuR64,2023-04-17 15:00:48,2023-04-21 21:20:36,0,extension
cus_NjKVp960al5wlf,2023-04-17 15:15:28,2023-09-01 16:41:10,2,mobile
cus_NjMXx1sDOEyamf,2023-04-17 15:19:19,2023-04-17 16:15:15,2,mobile
cus_NjMZbeqPZ46FzT,2023-04-17 15:21:18,2024-07-08 16:22:23,2,mobile
cus_NjBnn8tZ5MmUEw,2023-04-17 15:31:31,Active,2,mobile
cus_NjMnDEcPXcH0UA,2023-04-17 15:35:26,2023-04-17 15:45:53,0,extension
cus_NjMl87XSstJP0A,2023-04-17 15:36:34,2023-04-17 15:37:51,2,mobile
cus_NjNJvR9yCVH8E9,2023-04-17 16:06:40,2024-02-01 17:09:13,2,mobile
cus_NjNKqLXyfHH03Q,2023-04-17 16:07:30,2023-04-20 17:45:43,2,mobile
cus_NjNQ9fjXeXS1Ok,2023-04-17 16:14:05,2023-04-18 16:02:48,2,mobile
cus_NjCnBo5UtGpkxC,2023-04-17 16:14:29,2023-11-01 17:32:11,2,mobile
cus_NjNRDwX0uRWTJJ,2023-04-17 16:15:54,Active,2,mobile
cus_NjNeUaWhStjm79,2023-04-17 16:27:25,2023-12-02 17:42:27,2,mobile
cus_NjBldGM1nDnw3n,2023-04-17 16:42:13,2023-04-17 16:44:00,2,mobile
cus_NjNtkAfcak2JyH,2023-04-17 16:43:59,Active,2,mobile
cus_NjNvztKvux2Sie,2023-04-17 16:44:15,Active,2,mobile
cus_NjO3cqktFwAWop,2023-04-17 16:52:02,2023-04-17 16:56:33,2,mobile
cus_NjO2XZDhMtWN7Y,2023-04-17 16:53:59,Active,2,mobile
cus_NjLagrXEKY3RdE,2023-04-17 17:02:49,2023-04-17 17:10:09,2,mobile
cus_NjOG0m8vqweOr0,2023-04-17 17:05:17,2023-06-19 22:26:53,2,mobile
cus_NjOHcgPK8zCtYY,2023-04-17 17:06:27,2024-04-07 18:07:23,2,mobile
cus_NjOGkB5ASsiTHS,2023-04-17 17:08:17,2023-04-17 17:15:27,2,mobile
cus_NjOFP6XsGXTITq,2023-04-17 17:09:16,2023-04-20 01:13:39,2,mobile
cus_NjOLJOByfPf9dD,2023-04-17 17:10:46,2023-09-01 18:34:56,2,mobile
cus_NjOXQvevF9Wqyk,2023-04-17 17:22:25,2023-04-17 17:24:53,2,mobile
cus_NjOXmlaJxby2AU,2023-04-17 17:22:49,2024-09-24 09:04:42,2,mobile
cus_NjOYMsmguO2cG7,2023-04-17 17:32:01,2023-04-17 17:40:58,2,mobile
cus_NjOhyqy5Pw4vGU,2023-04-17 17:33:12,2023-04-19 14:56:53,2,mobile
cus_NjOj59h1D83sXj,2023-04-17 17:34:18,2023-06-01 18:43:18,2,mobile
cus_NjOoteH34NRzf8,2023-04-17 17:41:15,2023-04-17 17:56:32,2,mobile
cus_NjOqTvTXimHEna,2023-04-17 17:41:17,Active,2,mobile
cus_NjOwc1cDKkHHwj,2023-04-17 17:49:09,2023-04-17 17:57:54,0,extension
cus_NjP0aWFSWLfLgD,2023-04-17 17:51:35,2023-04-17 17:52:01,2,mobile
cus_NjP0W87hbqPwrZ,2023-04-17 17:52:18,2023-04-17 17:58:40,2,mobile
cus_NjP2ZYQYDu76OO,2023-04-17 17:53:45,2023-05-03 18:55:31,2,mobile
cus_NjPC5Dn10Xdnvp,2023-04-17 18:04:34,2023-04-17 18:07:41,2,mobile
cus_NjPIaMLEc9qByC,2023-04-17 18:09:43,2023-06-01 19:17:28,2,mobile
cus_NjPKbZnl0guHvd,2023-04-17 18:12:35,2023-04-17 18:15:07,2,mobile
cus_NjPMXPZCZ0Lfob,2023-04-17 18:13:22,2024-02-01 19:16:39,2,mobile
cus_NjPU7fCnVXKz1E,2023-04-17 18:22:46,2024-06-07 19:25:05,2,mobile
cus_NjPXvxsAuvGEZJ,2023-04-17 18:25:05,2023-05-28 21:01:34,2,mobile
cus_NjPXLgvD7Yspwb,2023-04-17 18:26:09,Active,2,mobile
cus_NjPapiD7QGIPq3,2023-04-17 18:28:27,2023-06-12 04:49:27,2,mobile
cus_NjPcSWDdLtx3xC,2023-04-17 18:30:27,2023-06-01 19:33:20,2,mobile
cus_NjPde7QS7zUNha,2023-04-17 18:31:28,Active,2,mobile
cus_NjBeFQiAGuKQDA,2023-04-17 18:32:56,2023-04-29 16:04:39,0,extension
cus_NjPoR3B0iRQsst,2023-04-17 18:43:46,2023-04-17 18:46:16,2,mobile
cus_NjPrV2sRJ261TY,2023-04-17 18:44:26,Active,2,mobile
cus_NjPqUjLs8WoVvF,2023-04-17 18:44:44,2023-11-01 20:10:46,2,mobile
cus_NjPtbXe2gnQLDO,2023-04-17 18:45:53,2023-06-01 19:56:15,0,extension
cus_NjPvtMGVUj3Apl,2023-04-17 18:48:37,Active,1,web
cus_NjPxz8ERzww6aw,2023-04-17 18:51:06,2023-04-17 18:56:16,2,mobile
cus_NjQHXpivnUupgK,2023-04-17 19:10:15,2023-04-18 00:01:02,2,mobile
cus_NjQ2HHEB6AWRyl,2023-04-17 19:11:26,2023-04-17 19:13:54,2,mobile
cus_NjEY7pxL3ZE7lS,2023-04-17 19:17:48,2023-05-25 07:37:20,2,mobile
cus_NjQPFC986ssL2K,2023-04-17 19:18:55,Active,0,extension
cus_NjQQbVf1eTTAnV,2023-04-17 19:19:37,2024-05-08 20:20:33,2,mobile
cus_NjQSrE5ZQhUo39,2023-04-17 19:21:51,2023-04-17 19:26:37,2,mobile
cus_NjQN1c6THbOqX2,2023-04-17 19:25:00,Active,2,mobile
cus_NjQYR3qyBsYVu1,2023-04-17 19:27:23,2024-06-03 02:11:10,2,mobile
cus_NjQdkrChVpsRi1,2023-04-17 19:33:44,2023-04-17 19:58:45,2,mobile
cus_NjQgHuO8WVWTPS,2023-04-17 19:35:20,Active,2,mobile
cus_NjQfx6u5XLY2pP,2023-04-17 19:35:57,2023-04-17 19:55:29,0,extension
cus_NjQjag4BxrDEYH,2023-04-17 19:38:39,2023-04-17 20:41:09,2,mobile
cus_NjQmJ3ZvBkrF13,2023-04-17 19:43:14,2023-11-08 05:43:18,2,mobile
cus_NjQoEGlbYGChdc,2023-04-17 19:43:32,Active,0,extension
cus_NjQqWgo2rHWP7L,2023-04-17 19:45:55,2024-01-01 20:49:40,2,mobile
cus_NjQreHiMmOvwUH,2023-04-17 19:47:15,2023-06-01 20:49:50,2,mobile
cus_NjQrWaKZ0pBkWO,2023-04-17 19:48:40,2023-06-17 00:34:28,0,extension
cus_NjQtFfAC6XmXJr,2023-04-17 19:49:00,2023-12-02 21:04:56,2,mobile
cus_NjQttJlEezvnzv,2023-04-17 19:50:01,2023-04-18 03:37:21,1,web
cus_NjQvVczQsanzJW,2023-04-17 19:50:36,2023-04-17 20:12:26,0,extension
cus_NjQvNK6QcXj2CU,2023-04-17 19:57:49,2023-04-17 20:17:43,2,mobile
cus_NjR565kmbFgu6K,2023-04-17 20:00:31,2023-04-17 20:07:14,2,mobile
cus_NjR6eo4zwzHxJF,2023-04-17 20:00:55,2023-04-17 23:58:52,0,extension
cus_NjR7MWi8NGE8JL,2023-04-17 20:02:10,2023-04-17 20:21:56,2,mobile
cus_NjCgGiftu08oDU,2023-04-17 20:04:39,2023-06-08 19:06:51,2,mobile
cus_NjRC1aE3g4ew4Q,2023-04-17 20:07:29,2023-06-01 21:12:19,2,mobile
